Sample	Uniq_SampleID	Date of Collection	Avg Cov	Pangolin	GISAID_ID
ME-HETL-J4590	ME-HETL-J4590	5/14/21	6235	C.36.3	EPI_ISL_3298886
ME-HETL-J4591	ME-HETL-J4591	5/14/21	5171	B.1.526	EPI_ISL_3298887
ME-HETL-J4596	ME-HETL-J4596	5/15/21	6338	P.1	EPI_ISL_3298890
ME-HETL-J4598	ME-HETL-J4598	5/15/21	7425	B.1.526	#N/A
ME-HETL-J4599	ME-HETL-J4599	5/14/21	7211	B.1.1.7	EPI_ISL_3425375
ME-HETL-J4600	ME-HETL-J4600	5/14/21	7537	B.1.526	EPI_ISL_3425376
ME-HETL-J4602	ME-HETL-J4602	5/14/21	6168	B.1.526	EPI_ISL_3425377
ME-HETL-J4604	ME-HETL-J4604	DateMissing	1617	B.1.1.7	#N/A
ME-HETL-J4605	ME-HETL-J4605	5/16/21	7283	B.1.1.7	EPI_ISL_3425378
ME-HETL-J4606	ME-HETL-J4606	5/16/21	652	B.1.1.7	#N/A
ME-HETL-J4607	ME-HETL-J4607	5/16/21	6508	B.1.1.7	EPI_ISL_3425380
ME-HETL-J4608	ME-HETL-J4608	5/16/21	3484	B.1.1.7	EPI_ISL_3425381
ME-HETL-J4609	ME-HETL-J4609	5/16/21	4289	B.1.1.7	EPI_ISL_3425382
ME-HETL-J4610	ME-HETL-J4610	DateMissing	6116	B.1.526	#N/A
ME-HETL-J4611	ME-HETL-J4611	5/17/21	7292	B.1.637	EPI_ISL_3425383
ME-HETL-J4612	ME-HETL-J4612	5/17/21	6903	B.1.637	EPI_ISL_3425384
ME-HETL-J4613	ME-HETL-J4613	5/17/21	6623	B.1.1.7	EPI_ISL_3425385
ME-HETL-J4614	ME-HETL-J4614	5/17/21	6900	B.1.1.7	EPI_ISL_3425386
ME-HETL-J4615	ME-HETL-J4615	5/17/21	1199	B.1.637	EPI_ISL_3425387
ME-HETL-J4616	ME-HETL-J4616	5/17/21	7826	B.1.1.7	EPI_ISL_3425388
ME-HETL-J4617	ME-HETL-J4617	5/17/21	5731	B.1.1.7	EPI_ISL_3425389
ME-HETL-J4618	ME-HETL-J4618	5/17/21	6199	B.1.1.7	EPI_ISL_3425390
ME-HETL-J4619	ME-HETL-J4619	5/17/21	5706	B.1.526	EPI_ISL_3425391
ME-HETL-J4620	ME-HETL-J4620	5/17/21	6848	B.1.526	EPI_ISL_3425392
ME-HETL-J4621	ME-HETL-J4621	5/17/21	7356	B.1.637	EPI_ISL_3425393
ME-HETL-J4622	ME-HETL-J4622	5/17/21	7421	B.1.637	EPI_ISL_3425394
ME-HETL-J4623	ME-HETL-J4623	7/23/21	6860	AY.3	EPI_ISL_3425469
ME-HETL-J4624	ME-HETL-J4624	7/25/21	5877	B.1.617.2	EPI_ISL_3425479
ME-HETL-J4625	ME-HETL-J4625	7/25/21	6811	B.1.617.2	EPI_ISL_3425480
ME-HETL-J4626	ME-HETL-J4626	7/25/21	5259	B.1.617.2	EPI_ISL_3425481
ME-HETL-J4627	ME-HETL-J4627	7/25/21	5892	B.1.617.2	EPI_ISL_3425482
ME-HETL-J4628	ME-HETL-J4628	7/25/21	4581	B.1.617.2	#N/A
ME-HETL-J4630	ME-HETL-J4630	7/24/21	6286	B.1.617.2	EPI_ISL_3425478
ME-HETL-J4631	ME-HETL-J4631	7/23/21	5623	B.1.617.2	EPI_ISL_3425470
ME-HETL-J4632	ME-HETL-J4632	7/23/21	6665	B.1.617.2	EPI_ISL_3425471
ME-HETL-J4633	ME-HETL-J4633	7/23/21	6006	B.1.617.2	EPI_ISL_3425472
ME-HETL-J4634	ME-HETL-J4634	7/23/21	5603	B.1.617.2	EPI_ISL_3425473
ME-HETL-J4635	ME-HETL-J4635	7/23/21	5688	B.1.617.2	#N/A
ME-HETL-J4636	ME-HETL-J4636	7/23/21	6228	AY.25	EPI_ISL_3425475
ME-HETL-J4637	ME-HETL-J4637	DateMissing	6048	B.1.617.2	#N/A
ME-HETL-J4639	ME-HETL-J4639	DateMissing	3507	B.1.617.2	#N/A
ME-HETL-J4641	ME-HETL-J4641	DateMissing	5413	B.1.617.2	#N/A
ME-HETL-J4642	ME-HETL-J4642	DateMissing	3943	AY.25	#N/A
ME-HETL-J4643	ME-HETL-J4643	7/23/21	4941	B.1.617.2	EPI_ISL_3298966
ME-HETL-J4644	ME-HETL-J4644	7/20/21	5348	B.1.617.2	EPI_ISL_3298955
ME-HETL-J4645	ME-HETL-J4645	7/22/21	5329	B.1.617.2	EPI_ISL_3298961
ME-HETL-J4647	ME-HETL-J4647	7/22/21	5767	B.1.617.2	EPI_ISL_3298962
ME-HETL-J4648	ME-HETL-J4648	7/19/21	6073	B.1.617.2	EPI_ISL_3298952
ME-HETL-J4649	ME-HETL-J4649	7/18/21	6460	AY.25	EPI_ISL_3298948
ME-HETL-J4650	ME-HETL-J4650	7/18/21	5711	AY.25	EPI_ISL_3298949
ME-HETL-J4651	ME-HETL-J4651	7/22/21	6079	B.1.617.2	EPI_ISL_3298963
ME-HETL-J4652	ME-HETL-J4652	7/23/21	6290	AY.25	EPI_ISL_3298967
ME-HETL-J4653	ME-HETL-J4653	7/23/21	4924	AY.25	EPI_ISL_3298968
ME-HETL-J4654	ME-HETL-J4654	7/21/21	5919	B.1.617.2	EPI_ISL_3298958
ME-HETL-J4655	ME-HETL-J4655	7/23/21	7108	B.1.617.2	EPI_ISL_3298969
ME-HETL-J4656	ME-HETL-J4656	7/23/21	5806	B.1.617.2	EPI_ISL_3298970
ME-HETL-J4657	ME-HETL-J4657	7/22/21	5012	AY.25	EPI_ISL_3298964
ME-HETL-J4658	ME-HETL-J4658	7/22/21	3552	B.1.617.2	EPI_ISL_3298965
ME-HETL-J4659	ME-HETL-J4659	DateMissing	5095	B.1.621.1	#N/A
ME-HETL-J4660	ME-HETL-J4660	7/24/21	6543	B.1.617.2	EPI_ISL_3298974
ME-HETL-J4661	ME-HETL-J4661	7/23/21	5676	B.1.617.2	EPI_ISL_3298971
ME-HETL-J4663	ME-HETL-J4663	7/20/21	6259	AY.25	EPI_ISL_3298956
ME-HETL-J4664	ME-HETL-J4664	7/21/21	4144	B.1.617.2	EPI_ISL_3298959
ME-HETL-J4665	ME-HETL-J4665	7/24/21	3417	B.1.526	EPI_ISL_3298975
ME-HETL-J4666	ME-HETL-J4666	7/18/21	3561	B.1.617.2	EPI_ISL_3298950
ME-HETL-J4667	ME-HETL-J4667	7/19/21	6276	AY.3	EPI_ISL_3298953
ME-HETL-J4668	ME-HETL-J4668	7/23/21	5842	B.1.617.2	EPI_ISL_3298972
ME-HETL-J4669	ME-HETL-J4669	7/21/21	6060	B.1.617.2	EPI_ISL_3298960
ME-HETL-J4670	ME-HETL-J4670	7/19/21	6423	B.1.617.2	EPI_ISL_3298954
ME-HETL-J4671	ME-HETL-J4671	7/23/21	3626	AY.14	EPI_ISL_3298973
ME-HETL-J4673	ME-HETL-J4673	7/20/21	5895	B.1.617.2	EPI_ISL_3298957
ME-HETL-J4675	ME-HETL-J4675	7/18/21	5157	B.1.617.2	EPI_ISL_3298951
ME-HETL-J4676	ME-HETL-J4676	7/27/21	5083	B.1.617.2	EPI_ISL_3298981
ME-HETL-J4677	ME-HETL-J4677	7/27/21	1906	B.1.617.2	EPI_ISL_3298982
ME-HETL-J4678	ME-HETL-J4678	7/27/21	5993	B.1.617.2	EPI_ISL_3298983
ME-HETL-J4679	ME-HETL-J4679	7/28/21	6115	AY.3	EPI_ISL_3298985
ME-HETL-J4680	ME-HETL-J4680	7/28/21	5290	AY.3	EPI_ISL_3298986
ME-HETL-J4681	ME-HETL-J4681	7/28/21	5144	AY.3	EPI_ISL_3298987
ME-HETL-J4682	ME-HETL-J4682	7/27/21	4929	AY.25	EPI_ISL_3298984
ME-HETL-J4683	ME-HETL-J4683	7/28/21	5248	AY.25	EPI_ISL_3298988
ME-HETL-J4684	ME-HETL-J4684	7/29/21	5442	B.1.617.2	EPI_ISL_3298990
ME-HETL-J4685	ME-HETL-J4685	7/29/21	6785	B.1.617.2	EPI_ISL_3298991
ME-HETL-J4686	ME-HETL-J4686	7/29/21	5629	B.1.617.2	EPI_ISL_3298992
ME-HETL-J4687	ME-HETL-J4687	7/29/21	5592	B.1.617.2	EPI_ISL_3298993
ME-HETL-J4688	ME-HETL-J4688	7/26/21	6019	AY.3	EPI_ISL_3298976
ME-HETL-J4689	ME-HETL-J4689	7/26/21	5774	AY.3	EPI_ISL_3298977
ME-HETL-J4690	ME-HETL-J4690	7/26/21	6142	AY.3	EPI_ISL_3298978
ME-HETL-J4691	ME-HETL-J4691	7/26/21	5689	AY.3	EPI_ISL_3298979
ME-HETL-J4692	ME-HETL-J4692	7/26/21	5255	AY.3	EPI_ISL_3298980
ME-HETL-J4693	ME-HETL-J4693	7/29/21	6613	B.1.617.2	EPI_ISL_3298994
ME-HETL-J4694	ME-HETL-J4694	7/30/21	5998	B.1.617.2	EPI_ISL_3425501
ME-HETL-J4695	ME-HETL-J4695	7/30/21	6744	B.1.617.2	EPI_ISL_3425502
ME-HETL-J4696	ME-HETL-J4696	7/30/21	6462	B.1.617.2	EPI_ISL_3425503
ME-HETL-J4697	ME-HETL-J4697	7/30/21	5654	AY.3	EPI_ISL_3298996
ME-HETL-J4698	ME-HETL-J4698	7/29/21	6165	AY.3	EPI_ISL_3298995
ME-HETL-J4699	ME-HETL-J4699	7/28/21	4794	B.1.617.2	EPI_ISL_3298989
ME-HETL-J4700	ME-HETL-J4700	7/19/21	6354	B.1.617.2	EPI_ISL_3425429
ME-HETL-J4701	ME-HETL-J4701	7/20/21	5666	AY.25	EPI_ISL_3425443
ME-HETL-J4702	ME-HETL-J4702	7/21/21	6664	B.1.617.2	EPI_ISL_3425464
ME-HETL-J4703	ME-HETL-J4703	7/21/21	1832	AY.25	#N/A
ME-HETL-J4704	ME-HETL-J4704	7/20/21	6272	B.1.617.2	EPI_ISL_3425444
ME-HETL-J4705	ME-HETL-J4705	7/20/21	6286	B.1.617.2	EPI_ISL_3425445
ME-HETL-J4706	ME-HETL-J4706	7/19/21	5366	B.1.617.2	EPI_ISL_3425430
ME-HETL-J4707	ME-HETL-J4707	7/21/21	3467	B.1.617.2	EPI_ISL_3425466
ME-HETL-J4708	ME-HETL-J4708	7/21/21	5884	B.1.617.2	EPI_ISL_3425467
ME-HETL-J4709	ME-HETL-J4709	7/21/21	4541	AY.3	EPI_ISL_3425468
ME-HETL-J4711	ME-HETL-J4711	7/13/21	6755	P.1	EPI_ISL_3298934
ME-HETL-J4712	ME-HETL-J4712	7/14/21	4136	AY.25	EPI_ISL_3298939
ME-HETL-J4713	ME-HETL-J4713	7/14/21	6047	AY.3	EPI_ISL_3298940
ME-HETL-J4714	ME-HETL-J4714	7/14/21	5713	AY.3	EPI_ISL_3298941
ME-HETL-J4716	ME-HETL-J4716	7/16/21	5427	B.1.617.2	EPI_ISL_3425407
ME-HETL-J4717	ME-HETL-J4717	7/16/21	6142	B.1.617.2	EPI_ISL_3425408
ME-HETL-J4718	ME-HETL-J4718	7/17/21	6334	B.1.617.2	EPI_ISL_3425417
ME-HETL-J4720	ME-HETL-J4720	7/17/21	7344	B.1.617.2	EPI_ISL_3425418
ME-HETL-J4722	ME-HETL-J4722	DateMissing	6259	B.1.617.2	#N/A
ME-HETL-J4724	ME-HETL-J4724	DateMissing	3925	AY.25	#N/A
ME-HETL-J4726	ME-HETL-J4726	7/15/21	7084	B.1.617.2	EPI_ISL_3425401
ME-HETL-J4728	ME-HETL-J4728	7/15/21	1973	AY.3	EPI_ISL_3425402
ME-HETL-J4729	ME-HETL-J4729	7/15/21	6924	AY.25	EPI_ISL_3425403
ME-HETL-J4730	ME-HETL-J4730	7/15/21	5901	B.1.617.2	EPI_ISL_3425404
ME-HETL-J4731	ME-HETL-J4731	7/15/21	5310	B.1.617.2	EPI_ISL_3425405
ME-HETL-J4732	ME-HETL-J4732	7/15/21	8447	B.1.1.7	EPI_ISL_3425406
ME-HETL-J4733	ME-HETL-J4733	7/17/21	6277	B.1.617.2	EPI_ISL_3425419
ME-HETL-J4734	ME-HETL-J4734	7/16/21	6772	B.1.617.2	EPI_ISL_3425409
ME-HETL-J4736	ME-HETL-J4736	7/17/21	5431	AY.3	EPI_ISL_3425420
ME-HETL-J4737	ME-HETL-J4737	7/17/21	7372	B.1.617.2	EPI_ISL_3425421
ME-HETL-J4738	ME-HETL-J4738	7/17/21	7113	B.1.617.2	EPI_ISL_3425422
ME-HETL-J4739	ME-HETL-J4739	7/16/21	7415	B.1.617.2	EPI_ISL_3425410
ME-HETL-J4740	ME-HETL-J4740	7/16/21	4907	AY.12	EPI_ISL_3425411
ME-HETL-J4742	ME-HETL-J4742	7/16/21	4417	B.1.617.2	EPI_ISL_3425412
ME-HETL-J4743	ME-HETL-J4743	7/18/21	6091	B.1.617.2	EPI_ISL_3425425
ME-HETL-J4744	ME-HETL-J4744	7/18/21	6635	B.1.617.2	EPI_ISL_3425426
ME-HETL-J4745	ME-HETL-J4745	7/18/21	4905	AY.25	EPI_ISL_3425427
ME-HETL-J4746	ME-HETL-J4746	7/18/21	6230	AY.25	EPI_ISL_3425428
ME-HETL-J4749	ME-HETL-J4749	7/17/21	7768	AY.25	EPI_ISL_3425423
ME-HETL-J4750	ME-HETL-J4750	7/17/21	3940	AY.25	EPI_ISL_3425424
ME-HETL-J4752	ME-HETL-J4752	7/16/21	6343	B.1.617.2	EPI_ISL_3425413
ME-HETL-J4753	ME-HETL-J4753	7/16/21	7567	B.1.617.2	EPI_ISL_3425414
ME-HETL-J4754	ME-HETL-J4754	7/16/21	6875	B.1.617.2	EPI_ISL_3425415
ME-HETL-J4755	ME-HETL-J4755	7/16/21	7788	B.1.617.2	EPI_ISL_3425416
ME-HETL-J4757	ME-HETL-J4757	7/19/21	6661	AY.25	EPI_ISL_3425431
ME-HETL-J4758	ME-HETL-J4758	7/19/21	5274	AY.25	EPI_ISL_3425432
ME-HETL-J4760	ME-HETL-J4760	7/19/21	6701	B.1.617.2	EPI_ISL_3425433
ME-HETL-J4761	ME-HETL-J4761	7/19/21	5985	AY.25	EPI_ISL_3425434
ME-HETL-J4762	ME-HETL-J4762	7/19/21	7592	B.1.617.2	EPI_ISL_3425435
ME-HETL-J4763	ME-HETL-J4763	7/19/21	1936	AY.12	EPI_ISL_3425436
ME-HETL-J4764	ME-HETL-J4764	7/20/21	5911	AY.25	EPI_ISL_3425446
ME-HETL-J4765	ME-HETL-J4765	7/19/21	6213	B.1.617.2	EPI_ISL_3425437
ME-HETL-J4766	ME-HETL-J4766	7/19/21	7067	AY.3	EPI_ISL_3425438
ME-HETL-J4767	ME-HETL-J4767	7/19/21	5912	AY.3	EPI_ISL_3425439
ME-HETL-J4768	ME-HETL-J4768	7/19/21	7606	B.1.617.2	EPI_ISL_3425440
ME-HETL-J4769	ME-HETL-J4769	7/19/21	7526	B.1.617.2	EPI_ISL_3425441
ME-HETL-J4770	ME-HETL-J4770	7/19/21	6889	AY.25	EPI_ISL_3425442
ME-HETL-J4771	ME-HETL-J4771	DateMissing	6668	B.1.617.2	#N/A
ME-HETL-J4772	ME-HETL-J4772	DateMissing	3552	B.1.617.2	#N/A
ME-HETL-J4773	ME-HETL-J4773	7/21/21	6129	AY.25	EPI_ISL_3544271
ME-HETL-J4774	ME-HETL-J4774	7/21/21	5926	B.1.617.2	EPI_ISL_3544272
ME-HETL-J4775	ME-HETL-J4775	7/21/21	6684	B.1.617.2	EPI_ISL_3544273
ME-HETL-J4776	ME-HETL-J4776	7/21/21	6989	AY.25	EPI_ISL_3544274
ME-HETL-J4777	ME-HETL-J4777	7/21/21	8049	B.1.617.2	EPI_ISL_3544275
ME-HETL-J4779	ME-HETL-J4779	7/22/21	5847	AY.3	EPI_ISL_3544285
ME-HETL-J4780	ME-HETL-J4780	7/22/21	2609	AY.25	EPI_ISL_3544286
ME-HETL-J4782	ME-HETL-J4782	7/21/21	7147	B.1.617.2	EPI_ISL_3544276
ME-HETL-J4783	ME-HETL-J4783	7/21/21	6106	B.1.617.2	EPI_ISL_3544277
ME-HETL-J4784	ME-HETL-J4784	7/21/21	7001	B.1.617.2	EPI_ISL_3544278
ME-HETL-J4785	ME-HETL-J4785	7/21/21	7050	B.1.617.2	EPI_ISL_3544279
ME-HETL-J4786	ME-HETL-J4786	7/21/21	7846	B.1.617.2	EPI_ISL_3544280
ME-HETL-J4787	ME-HETL-J4787	7/21/21	3084	AY.25	EPI_ISL_3544281
ME-HETL-J4788	ME-HETL-J4788	7/21/21	6372	B.1.617.2	EPI_ISL_3544282
ME-HETL-J4789	ME-HETL-J4789	7/22/21	1372	AY.3	EPI_ISL_3544287
ME-HETL-J4790	ME-HETL-J4790	7/22/21	4570	B.1.617.2	EPI_ISL_3544288
ME-HETL-J4791	ME-HETL-J4791	7/22/21	2656	B.1.617.2	EPI_ISL_3544289
ME-HETL-J4792	ME-HETL-J4792	7/22/21	106	AY.25	EPI_ISL_3544290
ME-HETL-J4794	ME-HETL-J4794	7/22/21	923	AY.12	#N/A
ME-HETL-J4795	ME-HETL-J4795	7/21/21	7869	AY.25	EPI_ISL_3544283
ME-HETL-J4797	ME-HETL-J4797	7/22/21	2651	AY.25	EPI_ISL_3544292
ME-HETL-J4798	ME-HETL-J4798	7/22/21	1001	AY.5	EPI_ISL_3544293
ME-HETL-J4799	ME-HETL-J4799	7/21/21	2191	AY.3	EPI_ISL_3544284
ME-HETL-J4800	ME-HETL-J4800	7/22/21	4055	B.1.617.2	EPI_ISL_3544294
ME-HETL-J4801	ME-HETL-J4801	7/22/21	6883	B.1.617.2	EPI_ISL_3544295
ME-HETL-J4802	ME-HETL-J4802	7/22/21	6107	B.1.617.2	EPI_ISL_3544296
ME-HETL-J4803	ME-HETL-J4803	7/25/21	7732	AY.25	EPI_ISL_3544303
ME-HETL-J4804	ME-HETL-J4804	7/24/21	7204	B.1.617.2	EPI_ISL_3544298
ME-HETL-J4805	ME-HETL-J4805	7/25/21	7977	AY.3	EPI_ISL_3544304
ME-HETL-J4806	ME-HETL-J4806	7/23/21	1130	AY.5	EPI_ISL_3544297
ME-HETL-J4807	ME-HETL-J4807	7/24/21	6019	B.1.617.2	EPI_ISL_3544299
ME-HETL-J4808	ME-HETL-J4808	7/24/21	2734	AY.12	EPI_ISL_3544300
ME-HETL-J4809	ME-HETL-J4809	7/24/21	7368	B.1.617.2	EPI_ISL_3544301
ME-HETL-J4810	ME-HETL-J4810	7/24/21	6741	AY.3	EPI_ISL_3544302
ME-HETL-J4811	ME-HETL-J4811	7/30/21	6126	AY.3	EPI_ISL_3544332
ME-HETL-J4812	ME-HETL-J4812	7/30/21	6910	AY.25	EPI_ISL_3544333
ME-HETL-J4813	ME-HETL-J4813	7/30/21	7073	B.1.617.2	EPI_ISL_3544334
ME-HETL-J4815	ME-HETL-J4815	7/30/21	6772	B.1.617.2	EPI_ISL_3544335
ME-HETL-J4816	ME-HETL-J4816	7/30/21	6054	AY.3	EPI_ISL_3544336
ME-HETL-J4817	ME-HETL-J4817	7/30/21	6255	AY.20	EPI_ISL_3544337
ME-HETL-J4818	ME-HETL-J4818	7/30/21	5403	AY.20	EPI_ISL_3544338
ME-HETL-J4819	ME-HETL-J4819	7/30/21	7318	AY.25	EPI_ISL_3544339
ME-HETL-J4820	ME-HETL-J4820	7/30/21	7049	AY.25	EPI_ISL_3544340
ME-HETL-J4821	ME-HETL-J4821	7/30/21	6296	AY.25	EPI_ISL_3544341
ME-HETL-J4822	ME-HETL-J4822	7/30/21	6535	AY.25	EPI_ISL_3544342
ME-HETL-J4823	ME-HETL-J4823	7/30/21	6295	AY.3	EPI_ISL_3544343
ME-HETL-J4824	ME-HETL-J4824	7/30/21	2098	AY.25	EPI_ISL_3544344
ME-HETL-J4825	ME-HETL-J4825	7/30/21	6211	B.1.617.2	EPI_ISL_3544345
ME-HETL-J4826	ME-HETL-J4826	7/30/21	4411	B.1.617.2	EPI_ISL_3544346
ME-HETL-J4827	ME-HETL-J4827	7/30/21	3092	B.1.617.2	EPI_ISL_3544347
ME-HETL-J4828	ME-HETL-J4828	7/30/21	6887	AY.3	EPI_ISL_3544348
ME-HETL-J4829	ME-HETL-J4829	7/30/21	5863	B.1.617.2	EPI_ISL_3544349
ME-HETL-J4831	ME-HETL-J4831	7/30/21	6393	B.1.617.2	EPI_ISL_3544350
ME-HETL-J4832	ME-HETL-J4832	7/30/21	3829	AY.4	EPI_ISL_3544351
ME-HETL-J4833	ME-HETL-J4833	7/30/21	5821	AY.25	EPI_ISL_3544352
ME-HETL-J4834	ME-HETL-J4834	7/30/21	6302	B.1.617.2	EPI_ISL_3544353
ME-HETL-J4835	ME-HETL-J4835	7/30/21	7018	AY.3	EPI_ISL_3544354
ME-HETL-J4836	ME-HETL-J4836	7/30/21	5667	AY.25	EPI_ISL_3544355
ME-HETL-J4837	ME-HETL-J4837	7/30/21	7157	AY.5	EPI_ISL_3544356
ME-HETL-J4838	ME-HETL-J4838	7/30/21	6707	AY.3	EPI_ISL_3544357
ME-HETL-J4839	ME-HETL-J4839	7/30/21	6183	B.1.617.2	EPI_ISL_3544358
ME-HETL-J4841	ME-HETL-J4841	7/30/21	5271	B.1.617.2	EPI_ISL_3544359
ME-HETL-J4842	ME-HETL-J4842	7/31/21	4704	B.1.617.2	EPI_ISL_3544360
ME-HETL-J4843	ME-HETL-J4843	7/31/21	7033	B.1.617.2	EPI_ISL_3544361
ME-HETL-J4844	ME-HETL-J4844	7/31/21	923	AY.25	EPI_ISL_3544362
ME-HETL-J4845	ME-HETL-J4845	7/31/21	5579	AY.3	EPI_ISL_3544363
ME-HETL-J4846	ME-HETL-J4846	7/31/21	5844	AY.25	EPI_ISL_3544364
ME-HETL-J4847	ME-HETL-J4847	7/31/21	4650	B.1.617.2	EPI_ISL_3544365
ME-HETL-J4848	ME-HETL-J4848	7/31/21	5372	B.1.617.2	EPI_ISL_3544366
ME-HETL-J4849	ME-HETL-J4849	7/31/21	3649	B.1.617.2	EPI_ISL_3544367
ME-HETL-J4850	ME-HETL-J4850	7/31/21	5986	AY.3	EPI_ISL_3544368
ME-HETL-J4851	ME-HETL-J4851	7/31/21	4536	AY.3	EPI_ISL_3544369
ME-HETL-J4852	ME-HETL-J4852	7/31/21	4728	B.1.617.2	EPI_ISL_3544370
ME-HETL-J4853	ME-HETL-J4853	7/31/21	4407	AY.3	EPI_ISL_3544371
ME-HETL-J4854	ME-HETL-J4854	7/31/21	5303	AY.3	EPI_ISL_3544372
ME-HETL-J4855	ME-HETL-J4855	7/31/21	1670	AY.25	EPI_ISL_3544373
ME-HETL-J4857	ME-HETL-J4857	7/31/21	4552	B.1.617.2	EPI_ISL_3544374
ME-HETL-J4858	ME-HETL-J4858	7/31/21	6251	AY.25	EPI_ISL_3544375
ME-HETL-J4859	ME-HETL-J4859	8/1/21	6552	B.1.617.2	EPI_ISL_3544376
ME-HETL-J4860	ME-HETL-J4860	8/1/21	5433	B.1.617.2	EPI_ISL_3544377
ME-HETL-J4861	ME-HETL-J4861	8/1/21	4714	B.1.617.2	EPI_ISL_3544378
ME-HETL-J4863	ME-HETL-J4863	8/1/21	404	AY.20	EPI_ISL_3544379
ME-HETL-J4865	ME-HETL-J4865	8/1/21	3539	B.1.617.2	EPI_ISL_3544380
ME-HETL-J4866	ME-HETL-J4866	8/1/21	3865	AY.3	EPI_ISL_3544381
ME-HETL-J4868	ME-HETL-J4868	8/2/21	5102	AY.25	EPI_ISL_3544382
ME-HETL-J4869	ME-HETL-J4869	8/2/21	5267	AY.25	EPI_ISL_3544383
ME-HETL-J4870	ME-HETL-J4870	8/2/21	5581	AY.20	EPI_ISL_3544384
ME-HETL-J4871	ME-HETL-J4871	8/2/21	2175	AY.25	EPI_ISL_3544385
ME-HETL-J4873	ME-HETL-J4873	8/2/21	5575	B.1.617.2	EPI_ISL_3544386
ME-HETL-J4875	ME-HETL-J4875	8/2/21	6254	AY.3	EPI_ISL_3544387
ME-HETL-J4876	ME-HETL-J4876	8/2/21	5654	AY.3	EPI_ISL_3544388
ME-HETL-J4877	ME-HETL-J4877	8/2/21	4871	AY.20	EPI_ISL_3544389
ME-HETL-J4879	ME-HETL-J4879	8/2/21	4524	B.1.617.2	EPI_ISL_3544390
ME-HETL-J4880	ME-HETL-J4880	8/2/21	6452	AY.25	EPI_ISL_3544391
ME-HETL-J4881	ME-HETL-J4881	8/2/21	6181	B.1.617.2	EPI_ISL_3544392
ME-HETL-J4883	ME-HETL-J4883	8/3/21	5506	AY.25	EPI_ISL_3544393
ME-HETL-J4884	ME-HETL-J4884	7/30/21	6994	B.1.617.2	EPI_ISL_3425504
ME-HETL-J4886	ME-HETL-J4886	7/31/21	1772	AY.25	EPI_ISL_3425517
ME-HETL-J4888	ME-HETL-J4888	8/3/21	5848	AY.25	EPI_ISL_3425522
ME-HETL-J4889	ME-HETL-J4889	8/3/21	5029	AY.25	EPI_ISL_3425523
ME-HETL-J4890	ME-HETL-J4890	8/3/21	3832	AY.25	EPI_ISL_3425524
ME-HETL-J4891	ME-HETL-J4891	8/3/21	6166	AY.25	EPI_ISL_3425525
ME-HETL-J4893	ME-HETL-J4893	8/3/21	6102	B.1.617.2	EPI_ISL_3425526
ME-HETL-J4894	ME-HETL-J4894	8/3/21	5211	B.1.617.2	EPI_ISL_3425527
ME-HETL-J4895	ME-HETL-J4895	8/3/21	5955	AY.3	EPI_ISL_3425528
ME-HETL-J4896	ME-HETL-J4896	8/3/21	5987	AY.25	EPI_ISL_3425529
ME-HETL-J4897	ME-HETL-J4897	8/3/21	4168	B.1.617.2	EPI_ISL_3425530
ME-HETL-J4898	ME-HETL-J4898	8/3/21	4483	AY.25	EPI_ISL_3425531
ME-HETL-J4899	ME-HETL-J4899	8/3/21	8110	AY.25	EPI_ISL_3425532
ME-HETL-J4900	ME-HETL-J4900	8/3/21	6702	AY.25	EPI_ISL_3425533
ME-HETL-J4901	ME-HETL-J4901	8/3/21	5944	B.1.617.2	EPI_ISL_3425534
ME-HETL-J4902	ME-HETL-J4902	8/3/21	6782	B.1.617.2	EPI_ISL_3425535
ME-HETL-J4903	ME-HETL-J4903	8/5/21	6985	AY.3	EPI_ISL_3425552
ME-HETL-J4905	ME-HETL-J4905	8/5/21	6237	B.1.617.2	EPI_ISL_3425553
ME-HETL-J4906	ME-HETL-J4906	7/28/21	6896	B.1.617.2	EPI_ISL_3425484
ME-HETL-J4909	ME-HETL-J4909	7/28/21	1462	AY.14	EPI_ISL_3425485
ME-HETL-J4910	ME-HETL-J4910	7/28/21	6430	P.1	EPI_ISL_3425486
ME-HETL-J4912	ME-HETL-J4912	7/29/21	4488	B.1.617.2	#N/A
ME-HETL-J4913	ME-HETL-J4913	7/29/21	5332	B.1.617.2	EPI_ISL_3425488
ME-HETL-J4914	ME-HETL-J4914	7/29/21	5657	B.1.617.2	EPI_ISL_3425489
ME-HETL-J4916	ME-HETL-J4916	7/29/21	6974	B.1.617.2	EPI_ISL_3425490
ME-HETL-J4917	ME-HETL-J4917	7/29/21	6469	B.1.617.2	EPI_ISL_3425491
ME-HETL-J4918	ME-HETL-J4918	7/29/21	3267	AY.14	EPI_ISL_3425492
ME-HETL-J4919	ME-HETL-J4919	7/29/21	4656	B.1.617.2	EPI_ISL_3425493
ME-HETL-J4920	ME-HETL-J4920	7/29/21	7294	B.1.617.2	EPI_ISL_3425494
ME-HETL-J4921	ME-HETL-J4921	7/29/21	5476	B.1.617.2	EPI_ISL_3425495
ME-HETL-J4922	ME-HETL-J4922	7/29/21	7322	B.1.617.2	EPI_ISL_3425496
ME-HETL-J4923	ME-HETL-J4923	7/29/21	3102	B.1.617.2	EPI_ISL_3425497
